recno,Astrom,PNG,OName,GaiaEDR3,Group,RA_ICRS,DE_ICRS,Dang,Gmag,BP-RP,AV,(BP-RP)0,_RA_icrs,_DE_icrs,DR3Name,RAdeg,DEdeg,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag_x,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),BP-RP_x,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,gmag_xa,e_gmag_x,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist_x,AllWISE,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,angDist_xa,PC1,PC2,PC3,Label
1849, ,PN G353.0+08.3 ,MyCn26,6029584057264295168,A,253.947,-29.8385,0.38,15.67,-0.47,0.71,-0.86,253.947,-29.8385,Gaia DR3 6029584057264295168,253.94703373038,-29.83850401626,30.2026,22.6304,,,,,,,,15.670679,0.015317,4,73991.8,661.239,111.899,13.165584,0.010096,3,27919.4,169.25,164.959,13.633129,0.00759,10.036,-0.467546,-2.505095,2.03755,,,,,,,,,,,,,,,,,,,,,,,,12.7542,0.001,12.6388,0.001,16892216,13.9036,0.0081,13.7372,0.0039,16875832,14.9993,0.0241,14.7546,0.01,16892216,15.1839,0.0521,14.7653,0.0039,16892216,14.3605,0.0199,14.1373,0.0343,16892216,0.02731,J165547.28-295018.7,11.979,11.024,5.534,1.746,13.468,13.484,12.827,0.024,0.022,0.015,0.015,0.029,0.022,0.033,2539030301351047567,0.206331,12.241405,6.7861896,4.903506,-1
1851, ,PN G353.3+06.3 ,M2-6,6028519485121240832,A,256.0764,-30.8914,0.15,16.27,0.55,1.84,-0.44,256.0764,-30.8914,Gaia DR3 6028519485121240832,256.07636517945,-30.89137934675,0.0847,0.0404,0.0663,0.0949,0.6985,-0.202,0.115,-6.441,0.072,16.270245,0.004172,56,18248.7,63.9918,285.173,14.685461,0.00472,57,17515.4,53.098,329.87,14.139343,0.005012,6.118,0.546118,-1.584784,2.130901,,,,,,,,,,,,,,,,,,,,,,,,14.7389,0.0019,14.5508,0.0016,16892216,14.6178,0.0016,14.3705,0.0014,16892208,15.3524,0.0023,15.1494,0.0022,16778256,15.0978,0.0094,14.929,0.0277,16892208,14.2731,0.0026,14.1208,0.0034,16794672,0.117095,J170418.32-305329.1,11.946,11.168,6.265,2.111,13.747,13.674,12.983,0.031,0.022,0.017,0.015,0.038,0.047,0.038,2556030301351003311,0.142449,11.714318,6.7504625,5.10092,-1
1853, ,PN G353.5+06.9 ,K5-21,6028619407659071232,A,255.646,-30.3209,0.18,18.84,0.25,1.33,-0.47,255.646,-30.3209,Gaia DR3 6028619407659071232,255.64602922503,-30.32085370718,0.2296,0.1059,-0.0223,0.2238,-0.0995,-1.253,0.277,-3.442,0.177,18.839703,0.003895,63,927.951,9.4259,98.447,17.91973,0.011376,60,679.995,7.58297,89.674,17.666632,0.012684,2.932,0.253098,-0.919973,1.173071,,,,,,,,,,,,,,,,,,,,,,,,18.1478,0.0104,16.0489,0.0019,16892216,18.1115,0.0065,16.4428,0.0093,16892216,18.5517,0.0201,17.7261,0.0627,16892208,18.936,0.0187,17.4121,0.0005,16892216,18.2148,0.1744,16.8355,0.0203,16892216,0.189731,J170235.06-301915.5,14.597,13.066,7.776,3.159,,,,0.075,0.036,0.02,0.019,,,,2556030301351032796,0.442402,10.950204,7.142783,4.0731487,-1
1857, ,PN G353.7+06.3 ,M2-7,6028553986629499136,B,256.308,-30.5388,0.16,17.19,0.84,1.47,0.08,256.308,-30.5388,Gaia DR3 6028553986629499136,256.30795486594,-30.5387814363,0.7096,0.3766,,,,,,,,17.1985,0.008855,46,3958.38,38.5224,102.755,16.344748,0.010928,47,4964.9,16.0841,308.683,15.508121,0.005163,3.589,0.836627,-0.853752,1.690379,,,,,,,,,,,,,,,,,,,,,,,,16.6795,0.1046,16.0829,0.0757,16892216,15.9608,0.0009,14.5414,0.0032,16892216,16.5718,0.0709,15.7912,0.0689,16794160,16.3175,0.0009,15.5644,0.028,16892208,15.9631,0.0102,14.7182,0.0004,16892216,0.123237,J170513.99-303219.4,12.611,11.972,7.144,3.902,14.828,14.668,14.053,0.053,0.044,0.024,0.027,0.066,0.097,0.083,2556030301351024510,0.938672,10.979876,7.3898525,5.2957444,-1
1875, ,PN G354.6+04.9 ,TerzN139,5980734233101949696,A,258.2228,-30.669,1.11,20.13,0.99,2.32,-0.22,258.2228,-30.669,Gaia DR3 5980734233101949696,258.22278969397,-30.66897976294,1.726,0.7644,,,,,,,,20.132578,0.009031,7,192.091,23.7238,8.097,19.629772,0.13412,7,277.497,38.7331,7.16435,18.639748,0.151594,2.817,0.990025,-0.502806,1.49283,,,,,,,,,,,,,,,,,,,,,,,,19.9409,0.0257,17.935,0.0,16794168,19.778,0.0514,18.229,0.0241,16892216,19.3477,0.0662,18.4231,0.0143,16892216,18.951,0.0248,18.5154,0.0998,16892216,18.6502,0.0943,18.1878,0.0964,16892216,1.087774,J171253.47-304009.0,14.247,13.133,8.142,3.536,,,,0.113,0.048,0.022,0.02,,,,2573030301351024732,0.696381,9.058736,7.277124,4.6046586,-1
1907, ,PN G355.9+02.7 ,Th3-10,4058241003761354112,B,261.1702,-30.8664,0.37,20.45,2.47,5.66,-0.27,261.1702,-30.8664,Gaia DR3 4058241003761354112,261.17023070251,-30.86642076834,31.1737,17.2097,,,,,,,,20.436056,0.032538,6,524.193,41.2845,12.6971,18.539814,0.085556,6,2960.21,64.9258,45.5937,16.06959,0.024111,27.644,2.470224,-1.896242,4.366467,,,,,,,,,,,,,,,,,,,,,,,,19.369,0.0177,19.0416,0.0315,16892216,17.5227,0.0337,17.462,0.3174,16892208,17.8748,0.0527,17.3204,0.1156,16843056,16.4788,0.0039,15.9702,0.0028,16892208,15.2683,0.0733,14.6725,0.0072,16892216,0.55499,J172440.87-305159.5,10.725,9.651,4.882,1.331,14.404,13.581,12.586,0.049,0.024,0.013,0.014,0.081,0.106,0.055,2608030301351002855,0.563328,7.520917,6.2103586,5.6918426,4
1909, ,PN G355.9+06.1 ,TerzN7,4107592338352252544,B,257.9978,-28.8595,0.24,17.73,0.62,1.38,-0.11,257.9978,-28.8595,Gaia DR3 4107592338352252544,257.99777821438,-28.85950773352,0.1114,0.0669,-0.1206,0.1235,-0.9761,-0.868,0.155,-5.163,0.096,17.727877,0.003174,2,1026.85,40.058,25.6339,17.80978,0.042447,2,1056.23,10.1647,103.912,17.188501,0.011111,1.364,0.621279,0.081903,0.539375,,,,,,,,,,,,,,,,,,,,,,,,17.8549,0.008,17.7119,0.0199,16892216,17.7132,0.0066,16.8399,0.0298,16892216,17.8595,0.0136,17.9375,0.0085,115000,17.8896,0.0115,18.0367,0.0156,115000,18.02,0.0208,18.2392,0.0497,115000,0.056816,J171159.53-285134.4,15.14,15.211,8.54,5.017,,,,0.072,0.114,0.024,0.032,,,,2571028801351028434,0.901432,12.079213,8.183102,4.8717947,0
1911, ,PN G356.0+02.8 ,PNPBOZ3,4058250212203025792,A,261.2432,-30.7178,0.21,20.11,2.43,5.46,-0.2,261.2432,-30.7178,Gaia DR3 4058250212203025792,261.2431565239,-30.71783299559,1.7177,0.9839,,,,,,,,20.0964,0.013716,14,151.088,8.87241,17.029,19.890465,0.063819,13,824.988,13.2241,62.385,17.456778,0.017809,5.664,2.433687,-0.205935,2.639622,,,,,,,,,,,,,,,,,,,,,,,,21.0635,0.0504,20.8122,0.0726,16892216,18.6287,0.0089,18.6738,0.0302,16892208,18.7015,0.0187,18.8497,0.0291,16688,17.7361,0.0197,17.4925,0.008,16892208,16.3211,0.0055,16.3889,0.036,16892216,0.178552,J172458.36-304304.3,13.338,12.993,6.398,2.377,,,,0.212,0.118,0.017,0.014,,,,2608030301351021089,0.226405,7.4513206,7.1378837,5.2056904,4
1921, ,PN G356.5+01.5 ,Th3-55,4058329239618656896,B,262.7452,-31.0183,0.31,18.64,2.09,10.26,-1.53,262.7452,-31.0183,Gaia DR3 4058329239618656896,262.74523787965,-31.01828850835,0.2258,0.1612,0.252,0.2343,1.0755,-0.943,0.329,0.986,0.212,18.63539,0.006021,11,685.007,18.8385,36.3621,18.249304,0.029989,10,2720.12,20.2546,134.296,16.161427,0.008924,5.144,2.087877,-0.386086,2.473963,,,,,,,,,,,,,,,,,,,,,,,,19.1817,0.0276,18.6742,0.0172,16892216,17.8473,0.025,16.5716,0.0275,16892208,17.4402,0.008,17.0228,0.0098,16794160,16.5958,0.0013,16.1481,0.0114,16892208,15.7369,0.011,15.1517,0.0775,16892208,0.119944,J173058.87-310106.3,11.443,11.155,5.675,1.455,14.232,12.315,11.794,0.091,0.08,0.017,0.017,0.097,,,2626030301351005754,0.536676,7.677743,7.200788,5.3675356,4
1922, ,PN G356.5+05.1 ,Th3-3,4107444527130321792,B,259.3353,-28.9914,1.19,19.48,1.45,1.77,0.62,259.3353,-28.9914,Gaia DR3 4107444527130321792,259.33527363977,-28.9913923764,0.6083,0.3192,-1.0636,0.5306,-2.0045,0.531,0.761,-0.663,0.494,19.475477,0.008663,4,327.074,7.02127,46.5834,19.051926,0.023474,5,719.761,27.7737,25.9152,17.604925,0.042066,3.429,1.447001,-0.423552,1.870552,,,,,,,,,,,,,,,,,,,,,,,,19.485,0.0587,17.4302,0.0,16892216,18.6963,0.0285,16.0874,0.0524,16892216,18.5521,0.0148,17.8295,0.0079,16892216,18.2509,0.0274,17.9881,0.137,16892216,17.7723,0.0285,16.5856,0.0673,16892216,0.164662,J171720.56-285929.5,13.398,13.339,7.839,5.885,,,,0.2,0.119,0.021,0.06,,,,2588028801351022862,1.351827,9.641865,7.919899,5.3285785,-1
1946,*,PN G357.2+01.5 ,MGE357.2013+01.5550,4058420739614294784,B,263.1723,-30.4759,2.22,14.91,2.57,9.44,-1.25,263.1723,-30.4759,Gaia DR3 4058420739614294784,263.17234541722,-30.47588994119,0.0271,0.0202,0.3161,0.0294,10.7415,0.504,0.032,-1.603,0.023,14.907559,0.002801,23,4054.19,24.8081,163.422,16.31878,0.007206,23,25154.1,43.7919,574.399,13.746375,0.004226,1.424,2.572406,1.411222,1.161184,,,,,,4519.0,4510.2,4528.8,1.9814,1.9664,1.9982,-0.2802,-0.2808,-0.2799,4409.065,4334.9404,4475.777,3.4717,3.46,3.4848,1.3069,1.3018,1.3126,17.0648,0.0043,17.1245,0.0061,115000,15.2759,0.0022,15.302,0.0022,114992,14.3505,0.0013,14.3251,0.0014,16892208,13.7544,0.0055,13.6459,0.0054,16892208,13.3488,0.0042,13.2026,0.0034,16892208,0.133298,J173241.32-302835.0,9.567,9.622,8.813,6.098,11.558,10.373,10.108,0.038,0.034,0.065,0.072,0.049,0.033,0.034,2626030301351024411,1.876244,9.821749,9.06414,6.0403147,-1
1947, ,PN G357.2+07.2 ,TerzN5,4108636668226400384,B,257.8119,-27.1921,0.88,20.02,1.27,1.91,0.33,257.8119,-27.1921,Gaia DR3 4108636668226400384,257.81191260137,-27.1920739712,0.8477,0.4969,-3.6093,0.8873,-4.068,4.937,1.093,5.349,0.7,20.023273,0.016424,23,203.347,7.90883,25.7114,19.567947,0.04232,25,379.187,11.3232,33.4878,18.300762,0.032641,3.16,1.267185,-0.455326,1.722511,,,,,,,,,,,,,,,,,,,,,,,,19.6207,0.0358,18.4077,0.026,16892216,19.352,0.0174,18.1316,0.0465,16892216,19.0946,0.0184,18.5057,0.0262,16892216,18.9205,0.0963,18.4554,0.1526,16892216,18.5772,0.0262,17.8406,0.0659,16892216,0.105469,J171114.92-271131.2,13.536,12.531,8.231,3.834,,,,0.211,0.081,0.062,0.024,,,,2585027301351037847,1.013985,9.246779,7.1949935,4.61094,3
1953, ,PN G357.3+03.3 ,M3-41,4059513619827242496,B,261.4992,-29.3639,0.16,15.6,1.44,2.71,0.09,261.4992,-29.3639,Gaia DR3 4059513619827242496,261.49915861089,-29.36393665798,0.3909,0.317,-1.9322,0.5681,-3.401,0.289,0.509,-5.918,0.388,15.601106,0.007318,24,7782.18,95.5033,81.486,15.610789,0.013613,24,17019.5,105.873,160.754,14.170527,0.00774,2.291,1.440262,0.009684,1.430578,,,,,,,,,,,,,,,,,,,,,,,,16.2545,0.0136,16.1423,0.0093,16892216,15.0716,0.0175,14.4043,0.0134,16892216,15.0181,0.0114,14.7578,0.0031,16892208,14.8304,0.048,14.5951,0.0702,16892216,14.435,0.0114,14.0134,0.0162,16892216,0.185173,J172559.81-292149.7,11.37,10.985,6.019,1.568,12.954,12.347,11.937,0.07,0.052,0.015,0.017,0.045,0.052,0.05,2622028801351010644,0.277091,9.95329,8.48071,4.8313074,-1
1958, ,PN G357.4+22.8 ,KnPa2,6246462897568952192,A,244.6546,-17.4042,0.09,16.77,-0.35,0.51,-0.63,244.6546,-17.4042,Gaia DR3 6246462897568952192,244.65457766464,-17.40416720805,0.0811,0.0541,0.1832,0.0921,1.9896,-4.484,0.103,-3.2,0.076,16.770254,0.003618,31,4788.77,52.0023,92.0877,16.137981,0.012116,31,2012.22,12.3135,163.416,16.488707,0.007644,1.844,-0.350725,-0.632273,0.281548,,,,,,7999.9,7999.8,8000.0,3.4038,3.4021,3.405,-1.6907,-1.6917,-1.6901,18934.512,18907.691,18975.678,0.0,0.0,0.0002,0.0,0.0,0.0001,16.0804,0.0361,15.6065,0.0019,16892216,16.6644,0.013,16.31,0.0033,16892216,17.0641,0.0063,16.9227,0.0052,16892216,17.311,0.0044,17.0996,0.0133,16892216,17.3974,0.023,17.0494,0.0338,16892216,0.121585,J161837.09-172415.0,15.406,14.637,9.793,5.463,16.426,16.217,15.65,0.045,0.061,0.052,0.038,0.127,0.208,,2452016701351010668,0.123642,12.759329,8.599591,5.067766,0
1964,*,PN G357.5+04.5 ,PPAJ1722-2831,4059811376916989952,B,260.5436,-28.5262,0.3,17.06,2.2,3.06,0.86,260.5436,-28.5262,Gaia DR3 4059811376916989952,260.54358922759,-28.52617117364,0.0826,0.0564,0.4692,0.0879,5.3409,-5.476,0.114,-2.092,0.07,17.061838,0.003015,27,748.246,11.3747,65.7815,18.15343,0.016739,27,3301.69,19.0376,173.429,15.951056,0.007313,1.436,2.202375,1.091593,1.110783,,,,,,,,,,,,,,,,,,,,,,,,18.6852,0.0134,18.7488,0.0262,115000,17.3019,0.0039,17.2524,0.0073,16892216,16.4528,0.0076,16.495,0.0102,115000,16.0076,0.006,16.0302,0.0053,115000,15.6818,0.0035,15.7444,0.0044,280,0.10842,J172210.61-283133.7,12.493,12.98,9.871,7.181,14.21,13.211,12.581,0.074,0.08,0.08,0.1,0.07,0.058,,2605028801351044932,2.048863,10.287113,9.188185,5.9191546,-1
1979, ,PN G358.2+03.5 ,H2-10,4059671537243938944,A,261.8869,-28.5186,0.22,19.1,1.02,2.85,-0.46,261.8869,-28.5186,Gaia DR3 4059671537243938944,261.88692273547,-28.51859540736,0.456,0.3588,-1.5892,0.4865,-3.2666,-3.064,0.674,-4.775,0.492,19.100878,0.020691,19,3335.3,51.7994,64.3888,16.530704,0.017091,19,4972.71,32.8827,151.226,15.506413,0.008114,19.271,1.024291,-2.570173,3.594464,,,,,,,,,,,,,,,,,,,,,,,,16.5882,0.0216,16.3761,0.0063,16892216,16.3006,0.025,16.0447,0.0004,16892216,16.9481,0.0264,16.5733,0.0091,16892216,16.6223,0.0111,16.055,0.0008,16892216,15.3883,0.026,15.0214,0.0157,16892216,0.094041,J172732.87-283107.1,11.575,10.893,5.691,1.926,14.13,13.054,12.953,0.045,0.033,0.014,0.011,0.081,,0.07,2622028801351041349,0.26763,9.967177,5.1993146,5.0302725,1
1981, ,PN G358.3+03.0 ,H1-17,4059627659823489024,A,262.4191,-28.6729,0.25,16.66,1.39,3.47,-0.39,262.4191,-28.6729,Gaia DR3 4059627659823489024,262.41914012244,-28.67287047406,1.9501,2.2373,,,,,,,,16.660418,0.017858,9,7486.47,102.671,72.9168,15.65285,0.015149,9,15578.7,76.1086,204.691,14.266566,0.006513,5.652,1.386284,-1.007567,2.393851,,,,,,,,,,,,,,,,,,,,,,,,15.6562,0.0032,15.6578,0.002,115000,15.2884,0.0004,15.1414,0.0009,16777496,15.614,0.0105,15.467,0.0052,16793912,15.0002,0.0094,14.8325,0.0114,16793912,13.6099,0.0504,13.6864,0.0115,16793912,0.264324,J172940.60-284022.4,10.888,9.813,3.392,-0.127,13.08,12.679,11.745,0.048,0.031,0.015,0.01,0.046,0.04,0.046,2622028801351031368,0.249357,9.558006,6.0210423,4.7098436,1
1993, ,PN G358.6+07.8 ,M3-36,4109362831302119552,A,258.1632,-25.7271,0.17,16.83,0.4,1.43,-0.37,258.1632,-25.7271,Gaia DR3 4109362831302119552,258.1631720996,-25.72710373997,0.0687,0.0447,-0.0322,0.0734,-0.4391,-3.24,0.088,-4.442,0.061,16.830997,0.003709,38,7227.38,61.2535,117.991,15.69109,0.009616,40,6082.47,19.5357,311.352,15.287696,0.005142,3.816,0.403394,-1.139908,1.543302,,,,,,,,,,,,,,,,,,,,,,,,15.8092,0.0207,15.1148,0.0028,16892216,16.0153,0.0233,15.1555,0.0055,16892216,16.3338,0.0205,15.8079,0.0095,16892216,16.3229,0.0282,15.7142,0.0095,16892216,15.7295,0.0371,14.9295,0.0113,16793912,0.088318,J171239.16-254338.0,13.304,12.265,6.278,2.543,14.771,14.983,14.053,0.086,0.041,0.015,0.019,0.059,0.104,0.082,2583025801351032014,0.523674,12.157444,7.224017,4.549203,0
7, ,PN G000.1+17.2 ,PC12,4130784921205604736,B,250.9741,-18.9533,0.08,15.17,0.62,1.13,0.03,250.9741,-18.9533,Gaia DR3 4130784921205604736,250.97408474569,-18.95333033341,0.0576,0.0294,0.0689,0.0664,1.0368,-3.172,0.079,-2.372,0.058,15.171288,0.004663,41,33952.1,218.46,155.416,14.011375,0.007523,41,34847.7,144.006,241.988,13.39246,0.005866,4.277,0.618916,-1.159913,1.778829,,,,,,,,,,,,,,,,,,,,,,,,14.2562,0.007,14.1226,0.0033,16892216,13.7707,0.0052,13.4778,0.0093,16892216,14.5091,0.0074,14.3556,0.0006,16892216,14.5703,0.0076,14.3155,0.0081,16892216,14.0055,0.0362,13.77,0.0874,16892216,0.115977,J164353.78-185712.0,11.622,10.835,5.623,0.918,13.332,13.244,12.519,0.023,0.021,0.015,0.011,0.029,0.032,0.035,2512019701351060598,0.131997,12.035888,7.3467107,4.97524,0
8, ,PN G000.1-01.9 ,JaSt93,4056400558791818624,B,268.3492,-29.83,0.8,17.64,2.33,2.32,1.37,268.3492,-29.83,Gaia DR3 4056400558791818624,268.3492230711,-29.83000897935,0.1373,0.1135,-0.1769,0.1796,-0.9847,-6.632,0.19,-7.053,0.118,17.642435,0.003884,33,544.595,26.7569,20.3534,18.498358,0.053417,32,2706.5,67.5541,40.0642,16.166876,0.027362,1.968,2.331482,0.855923,1.475559,,,,,,,,,,,,,,,,,,,,,,,,19.604,0.0121,18.7015,0.0199,16892216,17.9556,0.0235,17.6164,0.0344,16892216,17.0723,0.0099,17.1001,0.0,115000,16.3907,0.0696,16.4871,0.0708,280,16.119,0.0049,16.2768,0.0369,272,0.108894,J175323.85-294947.4,7.238,8.271,6.361,3.545,,,,0.157,0.224,0.069,0.032,,,,2678030301351050236,0.777336,8.46829,7.655118,6.275701,-1
11, ,PN G000.2-01.9 ,M2-19,4056495151130724224,B,268.4402,-29.7297,0.72,16.88,1.34,2.53,0.07,268.4402,-29.7297,Gaia DR3 4056495151130724224,268.44019281746,-29.7297110098,0.091,0.0703,-0.1641,0.1125,-1.4587,-1.836,0.114,0.984,0.075,16.880753,0.005379,24,4293.98,98.1866,43.7328,16.256393,0.024983,26,8568.32,77.77,110.175,14.915656,0.010555,3.861,1.340737,-0.624359,1.965096,,,,,,,,,,,,,,,,,,,,,,,,17.0626,0.0088,16.0384,0.0019,16892216,16.4091,0.0257,15.68,0.0,16892216,16.4156,0.0007,15.7621,0.0087,16892216,16.1277,0.0284,15.1429,0.0058,16777496,16.0199,0.0,,,16777488,0.003902,J175345.53-294347.1,7.817,8.026,5.877,2.413,9.883,8.712,8.202,0.019,0.018,0.015,0.023,0.026,0.033,0.028,2678030301351054316,1.507484,8.687971,7.333825,6.1564584,4
16,*,PN G000.3+12.2 ,IC4634,4126115570219432448,A,255.3899,-21.8259,0.28,13.85,-0.15,0.71,-0.55,255.3899,-21.8259,Gaia DR3 4126115570219432448,255.38991792235,-21.82586041611,0.0363,0.0225,0.3703,0.0433,8.5592,-1.198,0.052,-5.124,0.033,13.854673,0.00483,28,166780.0,3731.49,44.6952,12.283182,0.024452,28,84359.8,1244.14,67.8058,12.432557,0.016452,4.643,-0.149375,-1.571491,1.422116,,,,,,,,,,,,,,,,,,,,,,,,13.2484,0.1027,12.0242,0.001,16778264,13.5242,0.001,11.6056,0.001,16778264,13.8216,0.0967,12.5411,0.0161,16778264,12.9062,0.0011,12.4296,0.001,16777488,,,,,0,0.082371,J170133.58-214933.4,9.968,9.083,3.805,-0.18,12.091,12.17,11.441,0.022,0.02,0.015,0.019,0.069,0.076,0.066,2550021301351003324,0.193073,12.103339,7.072655,4.6576858,0
19, ,PN G000.4+04.4 ,K5-1,4109691718340733568,B,262.4682,-26.1871,0.81,19.18,1.76,3.75,-0.1,262.4682,-26.1871,Gaia DR3 4109691718340733568,262.46816255276,-26.18712759612,0.6315,0.4356,-0.1642,0.395,-0.4158,-3.123,0.673,-2.963,0.459,19.176542,0.006203,20,555.686,10.3914,53.4757,18.476469,0.020494,21,1634.92,14.5321,112.504,16.714155,0.010364,5.448,1.762314,-0.700073,2.462387,,,,,,,,,,,,,,,,,,,,,,,,19.2435,0.0597,18.4108,0.0102,16892216,17.8529,0.0019,16.9101,0.0056,16892216,17.9292,0.037,17.1747,0.002,16892216,17.6368,0.0446,16.4455,0.018,16892216,16.4798,0.0432,15.3366,0.0134,16892216,0.148091,J172952.38-261114.2,12.481,11.767,5.591,1.867,15.166,14.352,13.686,0.044,0.029,0.014,0.011,0.084,,0.078,2616025801351023072,0.685487,8.087225,6.9098063,4.87666,-1
27, ,PN G000.8+05.2 ,PBOZ5,4109999173694500992,B,261.9106,-25.3741,0.65,19.68,1.06,1.17,0.49,261.9106,-25.3741,Gaia DR3 4109999173694500992,261.91057406761,-25.37405472274,1.058,0.757,4.8183,1.5032,3.2053,-6.36,1.874,-2.204,1.004,19.67707,0.016685,9,522.727,18.386,28.4308,18.542854,0.038291,9,804.52,17.54,45.8677,17.484053,0.023971,5.234,1.058802,-1.134216,2.193018,,,,,,,,,,,,,,,,,,,,,,,,19.1113,0.0093,17.6782,0.0095,16892216,18.5435,0.0276,16.9043,0.0355,16892216,18.7197,0.0286,17.3381,0.0445,16892216,18.5506,0.0267,17.0529,0.0192,16892216,17.7727,0.0729,16.2175,0.019,16892216,0.192809,J172738.55-252227.2,13.384,12.917,6.631,3.662,,,,0.118,0.061,0.015,0.021,,,,2616025801351047794,0.543439,9.691823,6.2578306,4.682993,1
30, ,PN G000.9-02.0 ,Bl3-13,4056540677880158208,B,269.0116,-29.188,0.46,18.05,1.15,2.51,-0.14,269.0116,-29.188,Gaia DR3 4056540677880158208,269.01160469482,-29.18795565984,0.1614,0.1261,0.1672,0.1827,0.9151,-1.961,0.183,-5.511,0.125,18.046421,0.004306,8,2927.93,44.1376,66.3364,16.67214,0.016603,8,4904.14,117.002,41.9152,15.521488,0.026177,6.879,1.150652,-1.374281,2.524933,,,,,,,,,,,,,,,,,,,,,,,,16.8685,0.0225,16.3611,0.0137,16892208,16.5323,0.0089,15.7155,0.0,16810296,16.9596,0.003,16.3676,0.0261,16810296,16.7706,0.0078,15.8629,0.0015,16892216,15.9005,0.1194,15.3313,0.1604,16892216,0.155823,J175602.79-291116.9,11.989,11.842,5.735,1.979,,,,0.12,0.119,0.014,0.015,,,,2691028801351018747,0.247845,10.046472,6.09787,4.8346286,1
43, ,PN G001.2+02.8 ,PPAJ1737-2621,4061796583872776576,B,264.3763,-26.3621,0.46,16.94,1.87,3.47,0.19,264.3763,-26.3621,Gaia DR3 4061796583872776576,264.37630744568,-26.36209033915,0.0725,0.0542,0.1404,0.0849,1.6531,1.856,0.1,-0.58,0.056,16.943989,0.003715,32,1173.23,13.6927,85.683,17.665083,0.012975,32,3804.26,85.4748,44.5075,15.797218,0.024686,1.584,1.867865,0.721094,1.14677,,,,,,5620.5,5585.6,5654.1,4.2517,4.2277,4.2944,-4.0285,-4.1219,-3.85,1287.3507,1205.8865,1339.3615,2.3586,2.3377,2.378,1.0232,1.0133,1.0326,18.0711,0.0078,17.8346,0.01,16892216,17.0225,0.0119,16.2904,0.0245,16892216,16.412,0.0037,15.6666,0.0047,16777496,16.0623,0.0099,15.6457,0.1877,16892216,15.9049,0.0116,15.7832,0.0829,16892216,0.042851,J173730.37-262144.1,10.56,10.489,7.445,4.14,13.438,12.268,11.917,0.057,0.042,0.02,0.029,0.097,0.134,0.086,2650025801351010693,1.06595,9.105953,8.477926,5.879889,2
53, ,PN G001.5+01.5 ,JaSt46,4061009264777169920,B,265.8765,-26.7924,0.57,19.97,2.17,5.47,-0.51,265.8765,-26.7924,Gaia DR3 4061009264777169920,265.87645978535,-26.79240880177,0.9233,0.7081,,,,,,,,19.962778,0.014717,29,811.561,17.5639,46.2061,18.065239,0.023663,30,3476.13,24.6554,140.989,15.895155,0.008578,21.998,2.170084,-1.897539,4.067623,,,,,,,,,,,,,,,,,,,,,,,,19.66,0.0262,19.5035,0.0133,16892216,17.262,0.0536,16.8332,0.0267,16892216,17.6632,0.0088,17.2692,0.0321,16892216,16.6637,0.0231,16.2852,0.0096,16892216,15.1709,0.0558,14.7455,0.0193,16892216,0.118813,J174330.40-264733.1,10.051,10.156,5.526,1.419,,,,0.045,0.047,0.016,0.013,,,,2653027301351048008,0.725179,7.4886923,6.3419,5.6439524,4
54, ,PN G001.5+03.1 ,PHRJ1737-2559,4062011744524241536,B,264.3188,-25.9941,0.74,18.58,2.67,4.52,0.68,264.3188,-25.9941,Gaia DR3 4062011744524241536,264.31883892692,-25.99405164882,1.732,1.2244,,,,,,,,18.563858,0.0078,25,250.311,12.6462,19.7933,19.342344,0.054925,25,1695.62,13.019,130.242,16.674574,0.009153,2.752,2.66777,0.778486,1.889284,,,,,,,,,,,,,,,,,,,,,,,,20.1582,0.0151,20.2007,0.0231,115000,18.5113,0.0114,18.3674,0.0217,16892216,17.4536,0.001,17.3473,0.0055,16892216,16.6461,0.02,16.6366,0.0222,16892208,16.1815,0.0029,16.1965,0.039,16892216,0.199033,J173716.62-255938.8,12.353,12.048,6.02,2.027,14.231,13.155,12.722,0.114,0.1,0.013,0.019,0.081,0.086,0.06,2650025801351012962,1.47195,7.8849797,7.745478,5.412488,-1
