recno,Astrom,PNG,OName,GaiaEDR3,Group,RA_ICRS,DE_ICRS,Dang,Gmag,BP-RP,AV,(BP-RP)0,_RA_icrs,_DE_icrs,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag_x,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP_x,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist,objID,RAJ2000_x,DEJ2000_x,errHalfMaj_x,errHalfMin_x,errPosAng_x,f_objID,Qual,Epoch,Ns,Nd,gmag_xa,e_gmag_x,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist_x,AllWISE,RAJ2000_xa,DEJ2000_xa,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA_x,e_pmRA_x,pmDE_x,e_pmDE_x,d2M,angDist_xa
833," ","PN G096.3+02.3 ",K3-61,2177492137825896576,A,322.5031,54.4575,0.49,18.11,1.15,2.78,-0.29,322.5031,54.4575,Gaia DR3 2177492137825896576,322.50313276934,54.45754711359,0.0,0.0,130.0,1636148068921376768,2177492137825896576,55863648,0.096,0.0942,0.1079,0.1101,0.9795,3.019,-2.564,0.117,-1.594,0.116,-0.1013,0.019,-0.0079,0.0936,0.2497,0.0263,-0.1944,-0.1441,0.0529,-0.0689,339,0,339,0,1.0588,374.03,0.0,0.0,95,false,,1.4496,0.0284,-0.136,0.105,0.049,-0.057,-0.111,39,24,0.167764,55,0.008292,29.92,3,0,1.04,0,475,1076.74587,3.80639,282.879,18.107084,0.004725,49,1111.29,23.539,47.2105,17.723976,0.023166,49,1853.82,14.2648,129.957,16.577728,0.00917,2.754,0,23,0,22,0,1.146248,-0.383108,1.529356,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,3.5E-5,0.999961,,,,,,,,,,,,,,,,,,,,,,,322.50315237461,54.45755419742,1.874688,1.874535,-0.0744,0.182948,173343225030909758,322.50313126,54.45755036,0.059,0.021,90.0,512024576,61,55933.27290509,5,45,18.5031,0.0309,16.5525,0.0085,16892216,17.5062,0.0579,15.8552,0.0063,16892216,17.701,0.0079,16.3524,0.0074,16892216,17.1412,0.0289,15.7372,0.0132,16892216,16.5506,0.0537,14.7045,0.0128,16892216,0.192737,J213000.76+542727.2,322.5031673,54.457573,0.0293,0.0285,51.5,11.959,11.042,5.598,2.588,15.195,15.23,13.855,0.024,0.02,0.014,0.012,0.103,0.167,0.1,3217154501351027577,0h00,1,0100,AAAA,-122,32,196,31,0.565,0.298121
834,*,"PN G096.4+29.9 ",NGC6543,1633325248915154176,A,269.6392,66.633,0.05,11.24,-0.31,0.14,-0.39,269.6392,66.633,Gaia DR3 1633325248915154176,269.6391783021,66.63295728242,0.0,0.0,172.0,1636148068921376768,1633325248915154176,660761261,0.0281,0.0287,0.7321,0.0287,25.5285,6.547,-0.434,0.042,-6.532,0.041,-0.006,-0.0168,-0.1095,0.0185,0.1464,0.0155,-0.2703,0.0503,-0.2748,-0.0544,321,321,320,1,0.8504,5586.0,0.333,164.55,95,false,,1.8005,0.0084,-0.046,0.062,-0.008,-0.143,-0.08,36,25,0.059768,286,0.0351,53.24,1,0,1.033,1,2211,602641.62941,306.751,1964.6,11.237219,0.00281,245,600644.0,913.722,657.36,10.891998,0.003242,244,260985.0,223.985,1165.19,11.206355,0.003893,1.43,0,245,0,244,0,-0.314357,-0.345221,0.030864,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,5.0E-5,9998.6,9995.8,9999.7,3.9676,3.9413,3.9997,-0.3182,-0.4518,-0.2348,1385.3662,1291.1096,1460.0402,4.0E-4,1.0E-4,0.0011,4.0E-4,1.0E-4,0.001,2.0E-4,0.0,6.0E-4,PHOENIX,269.63918316137,66.632986315,0.677849,0.667786,-0.0549,0.156873,187962696394910224,269.63916892,66.63297851,1.126,0.097,90.0,302145536,36,55753.80864583,0,18,,,,,64,,,,,64,10.7143,0.0785,9.8476,0.0072,88,12.2237,0.001,12.4429,0.001,16777560,11.8899,0.0011,9.1647,0.041,16778328,0.089188,J175833.47+663758.7,269.6394799,66.6329765,0.0016,0.0015,23.0,8.191,7.174,0.059,-3.0,11.008,10.611,10.324,0.023,0.02,0.017,0.001,0.063,,0.066,2709166601351036301,hhh0,5,n64n,AAAA,351,20,593,20,0.569,0.408492
836," ","PN G097.6-02.4 ",M2-50,1981056379700822144,A,329.4241,51.6942,0.38,18.35,0.06,1.16,-0.58,329.4241,51.6942,Gaia DR3 1981056379700822144,329.42409256013,51.69424039333,0.0,0.0,12.0,1636148068921376768,1981056379700822144,1101348873,0.1144,0.1193,6.0E-4,0.1458,0.0043,2.083,-1.415,0.153,-1.529,0.144,0.0192,0.2061,-0.1494,-0.079,0.0182,-0.1065,-0.0989,-0.3133,0.0366,-0.083,367,0,366,1,0.0298,380.18,0.0,0.0,95,false,,1.6088,0.0349,-0.08,0.106,0.044,-0.038,-0.073,43,27,0.219604,59,0.01254,157.4,0,0,1.0,0,479,860.66401,6.89643,124.798,18.350283,0.009126,52,5106.43,112.823,45.2606,16.068249,0.02415,54,3126.77,16.4988,189.515,16.010157,0.006863,9.566,0,35,0,36,0,0.058092,-2.282034,2.340126,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.019285,0.980714,,,,,,,,,,,,,,,,,,,,,,,329.42410270401,51.69424718793,2.475571,2.322952,-0.0727,0.146361,170033294241913748,329.42411564,51.69423775,0.102,0.049,90.0,512024576,61,55867.73357639,5,75,16.4105,0.0159,14.9576,0.0037,16892216,16.7414,0.0425,15.4215,0.0047,16892216,17.5141,0.0381,16.2355,0.005,16892216,17.4187,0.0163,15.9221,0.0288,16892216,16.7773,0.0504,15.1969,0.0118,16892216,0.14031,J215741.81+514139.0,329.4242281,51.6941916,0.0334,0.0325,145.0,13.04,12.144,7.107,4.169,15.333,15.242,14.456,0.026,0.022,0.015,0.02,0.09,0.12,0.106,3290151401351048955,0000,1,2100,AAAA,-270,45,79,44,0.312,0.287397
837,*,"PN G098.1-28.5 ",Fr2-18,1885477727979289088,A,347.8671,29.4927,0.18,15.42,-0.5,0.14,-0.58,347.8671,29.4927,Gaia DR3 1885477727979289088,347.86712875341,29.49272658344,0.0,0.0,37.0,1636148068921376768,1885477727979289088,623383940,0.0284,0.0302,3.947,0.0445,88.5989,20.761,-14.823,0.037,-14.536,0.038,0.2111,0.1336,-0.0505,-0.1569,-0.0788,-0.1194,0.1138,-0.2074,-0.3248,0.2149,369,0,368,1,-2.3142,680.4,0.252,10.507,31,false,1.896,,,,,,,,43,20,0.059293,53,0.06649,39.37,0,0,0.914,0,439,12844.72566,6.70644,1915.28,15.415555,0.002813,49,10886.0,27.5576,395.027,15.246371,0.003917,46,3970.59,9.49329,418.252,15.750758,0.004585,1.157,0,1,0,1,0,-0.504387,-0.169184,-0.335203,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,5.0E-5,,,,,,,,,,,,,,,,,,,,,,,347.86720444133,29.49279118913,0.597864,0.612855,0.229,0.13144,143393478671311880,347.86714671,29.49273883,0.003,0.003,0.0,503635968,60,56060.34075231,5,70,15.2539,0.0043,15.2884,0.0073,115000,15.7136,0.0032,15.7542,0.002,115000,16.0846,0.0028,16.1257,0.0031,115000,16.3704,0.0032,16.4485,0.0048,115000,16.5757,0.0077,16.7116,0.015,115000,0.202395,J231128.12+292933.6,347.8671688,29.4926875,0.2592,0.2354,134.3,16.639,16.944,12.728,8.986,16.343,16.007,16.602,0.082,0.43,,,0.11,0.208,,3480128701351054710,0000,0,0nnn,ACUU,-762,1042,-322,1042,0.234,0.220166
839,*,"PN G099.1+05.7 ",KTC1,2179544655458448512,B,322.0457,58.8764,0.58,17.38,1.26,2.18,0.16,322.0457,58.8764,Gaia DR3 2179544655458448512,322.045722511,58.87638922697,0.0,0.0,171.0,1636148068921376768,2179544655458448512,1776873193,0.0549,0.0615,0.1963,0.0606,3.2378,4.244,-3.661,0.076,-2.147,0.074,-0.0382,0.0593,-0.2776,0.0796,0.2699,0.0594,-0.4636,-0.1178,-0.0114,-0.0987,373,0,373,0,-0.1403,378.95,0.0,0.0,31,false,1.474,,,,,,,,43,25,0.112288,62,0.04534,148.5,0,0,0.994,0,499,2106.30603,15.305,137.622,17.378563,0.008357,55,963.863,20.2397,47.6223,17.878504,0.022969,55,1777.83,40.0463,44.3943,16.62317,0.024747,1.302,0,1,0,0,0,1.255333,0.499941,0.755392,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999997,5783.2,5664.1,5961.5,4.649,4.6258,4.6697,-3.9506,-4.1114,-3.7716,1381.0228,1319.1127,1441.6292,1.1505,1.0747,1.2469,0.9351,0.8708,1.0182,0.5204,0.4843,0.5669,MARCS,322.04575398921,58.87639876725,1.228704,1.212905,-0.1015,0.057085,178653220457332410,322.04572653,58.87638923,0.004,0.003,0.0,503635968,60,56002.00462963,5,68,17.9585,0.0086,17.4469,0.0211,16892216,17.1822,0.0101,17.0462,0.0481,16892216,16.7989,0.017,16.8397,0.0276,115000,16.6415,0.0143,16.6484,0.0193,115000,16.7482,0.0303,16.7441,0.074,115000,0.062772,J212810.94+585234.8,322.0455873,58.8763479,0.0545,0.0526,114.0,14.617,14.111,9.426,6.27,15.803,15.486,14.798,0.027,0.04,0.032,0.047,0.089,0.124,,3225159001351015156,D000,0,n400,AAAA,5,262,55,350,0.396,0.281349
841," ","PN G100.0-08.7 ",Me2-2,1986956260321582720,B,337.932,47.8011,0.19,14.1,0.05,0.42,-0.18,337.932,47.8011,Gaia DR3 1986956260321582720,337.9319807425,47.80106579073,0.01,0.001,108.0,1636148068921376768,1986956260321582720,1224154482,9.7887,3.4654,,,,,,,,,-0.9292,,,,,,,,,,88,0,88,0,77.5052,10423.0,2.381,799.75,3,false,,,,,,,,,10,6,17.776096,10,0.2727,18.43,0,0,,0,87,43157.79456,723.28,59.6695,14.099719,0.018403,9,188094.0,658.901,285.467,12.152604,0.004717,9,113941.0,824.698,138.161,12.106194,0.00872,6.998,0,0,0,0,0,0.046411,-1.947115,1.993526,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,337.9319807425,47.80106579073,9.788671,3.465442,-0.9292,0.131664,165363379319842002,337.93199578,47.8010655,0.005,0.004,0.0,235200512,28,55922.18300926,4,77,13.0762,0.0012,13.1316,0.0777,4152,13.0879,0.001,12.531,0.001,16892472,13.6746,0.0748,13.5143,0.0952,16843064,13.7867,0.006,13.6534,0.0051,16892216,13.2,0.0099,13.0492,0.0057,16892216,0.124619,J223143.67+474803.8,337.9319777,47.8010597,0.0277,0.0264,51.4,9.906,8.865,3.641,0.981,12.297,12.189,11.189,0.022,0.02,0.014,0.01,0.024,0.029,0.023,3374148401351002637,0000,1,0010,AAAA,-108,31,126,30,0.09,0.154659
844," ","PN G100.6-05.4 ",IC5217,2000514441288746752,A,335.9821,50.9668,0.05,15.58,-0.34,0.44,-0.58,335.9821,50.9668,Gaia DR3 2000514441288746752,335.98212281032,50.96678297458,0.0,0.0,135.0,1636148068921376768,2000514441288746752,1120563499,0.059,0.0591,0.1889,0.0725,2.6042,5.792,-5.042,0.077,-2.852,0.069,-0.1139,0.0259,-0.2299,-0.0334,0.0674,-0.0552,-0.2344,-0.1067,-0.0288,-0.1911,408,0,403,5,15.2439,1809.0,0.66,35.405,95,false,,1.7315,0.018,-0.011,0.081,0.016,-0.031,-0.067,47,25,0.11208,64,0.1144,97.98,0,0,1.586,0,490,11085.89376,54.186,204.59,15.57544,0.00598,60,97086.2,1974.18,49.1781,12.870648,0.022253,59,41387.4,466.876,88.6477,13.205725,0.012818,12.491,0,60,0,59,0,-0.335076,-2.704792,2.369716,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,4.0E-6,0.999995,,,,,,,,,,,,,,,,,,,,,,,335.98215839051,50.96679565007,1.243844,1.115482,-0.182,0.080194,169163359821070846,335.9821425,50.96681496,0.035,0.01,0.0,243589120,29,55995.48230324,7,67,12.987,,,,16420,13.022,,,,98340,13.102,,,,98340,14.7822,0.0573,13.4201,0.0029,16892216,14.1173,0.0567,12.657,0.0039,16892216,0.110384,J222355.73+505800.4,335.9822146,50.9667885,0.0272,0.024,128.8,10.858,9.991,4.515,1.282,12.591,12.622,12.007,0.023,0.02,0.013,0.008,0.027,0.036,0.035,3361151401351005631,0000,1,0012,AAAA,-236,32,62,32,0.017,0.263045
846," ","PN G101.8+04.3 ",Pa57,2202763076866529024,B,327.7569,59.5904,0.74,16.49,1.95,1.86,1.15,327.7569,59.5904,Gaia DR3 2202763076866529024,327.75693742964,59.59040626743,0.0,0.0,89.0,1636148068921376768,2202763076866529024,1355460428,0.0436,0.0383,0.1305,0.0474,2.752,2.641,-1.834,0.067,-1.901,0.045,0.005,-0.0198,-0.0234,-0.198,0.2416,-0.2838,-0.2035,-0.3626,-0.0421,-0.0701,308,0,303,5,0.1645,314.76,0.09,0.46083,31,true,1.349,,,,,,,,36,23,0.093793,53,0.02507,8.497,0,0,1.006,0,418,4753.48862,5.50863,862.916,16.494835,0.003029,45,1420.53,10.5352,134.837,17.457415,0.008522,47,4960.29,20.6074,240.704,15.509129,0.005885,1.342,0,19,0,21,0,1.948286,0.96258,0.985706,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999995,5285.2,5243.0,5322.4,3.7448,3.7026,3.7734,-0.4902,-0.5493,-0.4537,1618.762,1570.3647,1685.4146,2.5442,2.5151,2.5675,1.918,1.8938,1.9382,1.0513,1.0365,1.0632,MARCS,327.7569535312,59.59041471588,1.06712,0.723443,-0.0461,0.071841,179503277569799228,327.75693861,59.59041061,0.004,0.003,0.0,503635968,60,56000.63497685,15,70,17.824,0.0056,17.8767,0.0067,115000,16.6165,0.0027,16.6574,0.0041,115000,15.9478,0.0076,15.9664,0.0047,115000,15.5661,0.0128,15.6196,0.0044,115000,15.3035,0.0049,15.3484,0.0054,115000,0.080056,J215101.66+593525.5,327.7569468,59.5904177,0.0439,0.042,52.7,12.956,12.865,10.945,6.494,14.079,13.349,13.147,0.024,0.025,0.069,0.043,0.032,0.043,0.028,3283159001351058860,dd00,0,1100,AAAA,-86,73,-69,79,0.045,0.106424
849," ","PN G102.7+03.7 ",IPHASJ215919.15+594009.9,2202908173733325312,B,329.8298,59.6694,0.1,20.07,2.28,1.55,1.64,329.8298,59.6694,Gaia DR3 2202908173733325312,329.82979439396,59.66938376818,0.0,0.0,68.0,1636148068921376768,2202908173733325312,93160716,0.4196,0.3543,0.0577,0.4192,0.1377,3.084,-2.41,0.525,-1.924,0.434,0.1675,-0.1755,-0.1998,-0.3092,0.06,-0.306,-0.2025,-0.1271,0.1603,0.0529,315,0,314,1,1.5826,367.22,1.528,1.6756,95,false,,1.3443,0.1066,-0.036,0.043,-0.032,-0.058,-0.007,36,23,0.750297,47,0.044,8.478,0,0,1.063,0,377,176.72943,1.04891,168.488,20.069096,0.007008,33,45.7917,4.01328,11.4101,21.186575,0.095197,39,217.394,6.65926,32.6453,18.904778,0.033473,1.489,0,0,0,0,0,2.281797,1.117479,1.164318,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999988,,,,,,,,,,,,,,,,,,,,,,,329.82981560541,59.66939231775,8.493125,7.032237,0.0825,0.059317,179603298298563970,329.8297928,59.66938279,0.019,0.013,0.0,503635968,60,56159.78528935,5,46,22.002,0.0697,,,115000,20.3826,0.0381,20.9578,0.105,115000,19.695,0.0904,19.8831,0.0511,115000,18.9783,0.0259,19.0886,0.0365,115000,18.483,0.0166,18.6848,0.0367,115000,0.063324,J215919.14+594010.0,329.829783,59.6694459,0.0481,0.0478,56.9,13.763,12.971,10.476,7.785,16.727,15.723,14.731,0.027,0.026,0.061,0.118,0.149,0.15,0.09,3312159001351062577,dd00,0,210n,AAAB,-4,115,-249,111,0.307,0.16802
851,*,"PN G102.9-02.3 ",Abell79,2004936573978252672,B,336.5719,54.8273,0.21,16.63,1.24,1.18,0.69,336.5719,54.8273,Gaia DR3 2004936573978252672,336.57191802397,54.82727927355,0.0,0.0,59.0,1636148068921376768,2004936573978252672,56275389,0.0389,0.0375,0.224,0.0465,4.812,4.545,-3.844,0.053,-2.426,0.05,0.0702,0.1993,-0.1256,-0.141,0.2215,-0.1715,-0.0728,-0.0996,0.0169,-0.0844,359,0,357,2,0.583,383.56,0.077,0.34036,31,false,1.469,,,,,,,,42,25,0.07505,62,0.01758,57.85,0,0,1.021,0,478,4183.92709,2.14999,1946.02,16.633406,0.002811,54,1810.82,9.2829,195.071,17.193853,0.006226,48,3299.98,8.56494,385.289,15.951618,0.004714,1.222,0,3,0,0,0,1.242235,0.560448,0.681787,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999999,,,,,,,,,,,,,,,,,,,,,,,336.57194767933,54.82729005508,0.854601,0.796888,-0.0689,0.083454,173793365719513464,336.57192744,54.82728033,0.008,0.002,0.0,503635968,60,56093.60783565,5,79,17.3016,0.0025,17.2836,0.0104,115000,16.6594,8.0E-4,16.7043,0.0149,115000,16.3239,0.0019,16.3696,0.0042,115000,16.1391,0.0028,16.1916,0.0069,115000,15.9789,0.004,16.0624,0.014,115000,0.090843,J222617.24+544938.1,336.5718602,54.8272683,0.0545,0.0532,108.2,14.247,13.923,9.994,5.597,15.046,14.641,14.439,0.028,0.038,0.043,0.032,0.04,0.057,0.078,3370154501351043771,0000,1,0000,AAAA,-310,210,315,232,0.234,0.140838
853," ","PN G103.7+00.4 ",M2-52,2198525593413124992,B,335.129,57.6065,2.32,21.94,1.08,6.26,-1.48,335.129,57.6065,Gaia DR3 2198525593413124992,335.12896138886,57.60646687095,0.075,0.044,177.0,1636148068921376768,2198525593413124992,286530585,44.3074,74.6172,,,,,,,,,-0.0658,,,,,,,,,,42,0,42,0,43.3861,3058.9,232.612,350.13,3,false,,,,,,,,,6,5,335.82227,7,0.9922,17.76,0,0,,0,51,31.52514,2.60031,12.1236,21.940723,0.089598,7,938.682,71.775,13.0781,17.907246,0.083066,7,1467.2,44.2486,33.158,16.831675,0.032962,76.316,0,0,0,0,0,1.075571,-4.033478,5.109049,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,4.73E-4,0.007449,0.992003,,,,,,,,,,,,,,,,,,,,,,,335.12896138886,57.60646687095,44.30736,74.6172,-0.0658,0.140603,177123351292178422,335.12935721,57.60637825,0.044,0.041,90.0,444915712,53,56034.42730324,5,72,18.6292,0.0353,16.2206,0.0145,16892216,17.1353,0.0896,14.5515,0.0254,16892216,19.451,0.0444,16.7102,0.0302,16892216,18.4619,0.0916,15.9504,0.0174,16892216,17.44,0.0363,14.9904,0.0367,16892216,0.816534,J222030.77+573621.2,335.128222,57.6058911,0.0304,0.0295,69.3,12.19,11.017,6.931,3.874,,,,0.022,0.021,0.015,0.018,,,,3350157501351031168,0hdh,5,2110,AAAA,6,36,55,36,,2.656395
854," ","PN G103.7+07.2 ",Kn30,2216463232261024896,B,326.8512,63.086,1.19,20.15,0.44,0.92,-0.04,326.8512,63.086,Gaia DR3 2216463232261024896,326.85123940002,63.08598465193,0.0,0.0,179.0,1636148068921376768,2216463232261024896,1462164878,0.4266,0.4435,-0.1648,0.5018,-0.3284,3.341,-3.018,0.559,-1.433,0.541,-0.0018,0.1547,0.2364,0.0442,0.354,-0.0508,-0.0783,-0.1548,0.1986,-0.1158,242,0,240,2,0.6305,260.33,1.128,0.8255,95,false,,1.6598,0.1303,-0.062,0.141,0.061,-0.014,-0.329,28,22,0.812961,35,0.02759,49.48,0,0,1.028,1,251,164.27414,0.869749,188.875,20.148443,0.006375,26,149.231,8.59755,17.3573,19.903898,0.062614,22,130.263,9.18064,14.1889,19.46084,0.076613,1.701,0,26,0,22,0,0.443058,-0.244545,0.687603,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.818377,0.060379,1.32E-4,,,,,,,,,,,,,,,,,,,,,,,326.85126903167,63.08599102166,8.853284,8.694691,-0.1159,0.084706,183703268512324007,326.85124071,63.08598381,0.022,0.015,90.0,444915712,53,55869.43231481,5,58,19.8676,0.0218,18.0235,0.0126,16892216,19.8146,0.0266,17.9315,0.0228,16892216,20.1578,0.0273,19.6509,0.0608,16892216,20.22,0.0411,19.4786,0.0952,16892216,,,,,114720,0.088306,J214724.33+630509.4,326.851384,63.0859495,0.0689,0.0642,112.0,15.878,13.774,9.826,5.247,,,,0.046,0.036,0.038,0.031,,,,3269163601351006203,00Pp,0,11n0,AAAA,-11,146,25,139,,0.350745
855," ","PN G103.9+05.5 ",Dr5,2204179277897545856,B,329.398,61.858,0.02,20.37,0.76,1.5,-0.02,329.398,61.858,Gaia DR3 2204179277897545856,329.39797658084,61.85803449573,0.0,0.0,12.0,1636148068921376768,2204179277897545856,189406149,0.4477,0.4536,-0.1758,0.4978,-0.3532,2.111,-1.143,0.755,-1.774,0.608,0.0055,0.1124,-0.0018,-0.0307,-0.1012,-0.0472,-0.357,0.2014,0.0984,-0.0347,259,0,259,0,0.0023,273.91,0.305,0.04588,31,false,1.572,,,,,,,,30,22,1.047773,34,0.02876,155.2,1,0,0.999,0,275,133.98383,0.823264,162.747,20.369736,0.007218,29,105.51,10.0601,10.4879,20.280313,0.103561,31,123.035,6.23243,19.7412,19.52282,0.055128,1.706,0,0,0,0,0,0.757494,-0.089422,0.846916,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.0E-5,0.0,0.999989,,,,,,,,,,,,,,,,,,,,,,,329.39798735164,61.85804238191,12.096678,9.899445,-0.0308,0.130396,182233293978090401,329.39795143,61.85804665,0.025,0.023,90.0,444915712,53,55894.38717593,5,37,20.4884,0.0279,19.7356,0.055,16892216,20.0693,0.0645,18.9448,0.0627,16892216,20.1025,0.0387,19.7932,0.0667,16892216,20.095,0.026,19.5713,0.1061,16892216,19.8204,0.0,19.5334,0.0,16892216,0.187097,J215735.54+615129.0,329.3980964,61.8580781,0.0737,0.0716,147.8,15.276,13.779,10.127,5.832,,,,0.045,0.037,0.047,0.041,,,,3284162001351022111,d000,0,1110,AAAA,104,161,338,154,,0.325441
856," ","PN G104.1+07.9 ",NGC7139,2216734669893916800,B,326.5356,63.7914,0.43,18.66,0.48,0.9,0.0,326.5356,63.7914,Gaia DR3 2216734669893916800,326.53563767061,63.79140366985,0.0,0.0,88.0,1636148068921376768,2216734669893916800,1266325134,0.3065,0.2608,0.1166,0.3012,0.3871,2.215,-1.471,0.413,-1.657,0.336,0.0114,0.0762,-0.0339,-0.1513,0.0223,-0.1782,-0.213,0.0209,0.076,0.0807,350,0,349,1,25.3779,1638.7,3.084,48.388,95,false,,1.7365,0.0813,-0.162,0.06,0.072,-0.161,0.037,40,27,0.577334,46,0.134,71.12,0,0,2.11,0,351,646.26909,3.52263,183.462,18.661333,0.006528,44,491.232,8.39329,58.5268,18.610325,0.01876,42,442.987,8.42523,52.5787,18.131918,0.020993,1.446,0,0,0,0,0,0.478407,-0.051008,0.529415,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,326.53565246929,63.79141103254,6.619327,5.443262,0.095,0.061333,184553265356330419,326.53565355,63.79139424,0.008,0.006,0.0,444915712,53,55975.1924537,5,65,18.3585,0.0172,14.1546,0.0912,16892216,18.1816,0.006,13.2881,0.0682,16892216,18.4917,0.0115,18.3414,0.0238,16892216,18.3557,0.0129,18.1895,0.0146,16892216,18.1645,0.0255,17.7495,0.0489,16892216,0.087628,J214608.59+634728.7,326.5357924,63.7913259,0.0625,0.0597,130.8,14.616,13.711,9.232,6.193,,,,0.047,0.034,0.028,0.042,,,,3269163601351041913,hh0p,1,2110,AAAA,-450,63,-255,60,,0.405753
857,*,"PN G104.2-29.6 ",Jn1,2871119705335735552,A,353.9722,30.4684,0.12,16.0,-0.48,0.23,-0.61,353.9722,30.4684,Gaia DR3 2871119705335735552,353.9721886545,30.46843076955,0.0,0.0,99.0,1636148068921376768,2871119705335735552,1803214397,0.0591,0.0376,1.0114,0.065,15.5558,3.188,3.065,0.084,0.877,0.05,-0.149,0.2522,0.4322,-0.3027,-0.0124,-0.2957,0.4815,-0.0711,-0.1676,-0.1921,385,0,385,0,3.2638,791.9,0.347,10.474,31,false,1.885,,,,,,,,44,18,0.121104,51,0.1131,75.02,0,0,1.12,0,353,7496.43002,5.03047,1490.21,16.00023,0.00285,48,6297.34,15.8741,396.705,15.84065,0.003908,47,2351.81,8.70495,270.169,16.319391,0.005517,1.154,0,30,0,30,0,-0.478742,-0.159581,-0.31916,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,5.0E-5,,,,,,,,,,,,,,,,,,,,,,,353.97217284945,30.46842687367,1.312858,0.77563,-0.1718,0.11623,144563539721902729,353.97219052,30.46842906,0.004,0.003,90.0,503636096,60,55905.16613426,5,49,15.8325,0.0043,15.8849,0.0097,115000,16.2873,0.015,16.3049,0.0176,115000,16.6636,0.0039,16.713,0.0059,115000,16.9375,0.0052,17.0114,0.0051,115000,17.1462,0.0075,17.3305,0.0255,115000,0.108673,J233553.32+302805.7,353.9721881,30.4682682,0.2054,0.1849,140.8,16.501,15.796,12.648,8.417,16.697,16.995,17.164,0.071,0.128,0.475,,0.136,,,3547130201351037766,0000,0,0nnn,ABCU,1291,777,123,795,0.603,0.475855
