idPNMain,PNG,Name,PNstat,RAJ2000,DECJ2000,DRAJ2000,DDECJ2000,Glon,Glat,Catalogue,MajDiam,MinDiam,PAdiam,EPA,mainClass,subClass,tbRadioCont_Flux_3cm,tbRadioCont_Flux_6cm,tbRadioCont_Flux_11cm,tbRadioCont_Flux_13cm,tbRadioCont_Flux_20cm,tbRadioCont_Flux_36cm,tbRadioCont_Flux_2cm,tbIRFlux_Flux_J,tbIRFlux_Flux_H,tbIRFlux_Flux_Ks,tbIRFlux_Flux_8um,tbIRFlux_Flux_12um,tbIRFlux_Flux_22um,tbIRFlux_Flux_24um,tbIRFlux_Flux_25um,tbIRFlux_Flux_60um,tbIRFlux_Flux_70um,tbIRFlux_Flux_100um,tbIRFlux_Flux_160um,tbIRFlux_Flux_250um,tbIRFlux_Flux_350um,tbIRFlux_Flux_500um,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000_x,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
46,000.8-07.6,H 2-46,T,18:18:37.4,-31:54:45.43,274.65601,-31.91262,0.89741,-7.65727,1992secg.book.....A,4.0,,,,S,,,,,,2.2,,,,,,,,,,,,,,,,,,Gaia DR3 4045845625148544640,274.65605433465,-31.9125919031,0.002,0.001,65.0,1636148068921376768,4045845625148544640,102642882,1.4614,1.2143,,,,,,,,,0.2145,,,,,,,,,,102,0,102,0,17.1337,582.65,6.957,30.661,3,false,,,,,,,,,12,9,4.538979,12,0.1943,15.54,0,0,,0,99,531.28368,10.7471,49.435,18.87405,0.022135,8,6495.4,82.8457,78.4037,15.807027,0.014126,8,5295.72,25.9728,203.895,15.438083,0.00653,22.194,0,1,0,1,0,0.368944,-3.067023,3.435967,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.014956,0.002629,0.975046,,,,,,,,,,,,,,,,,,,,,,,274.65605433465,-31.9125919031,1.461402,1.214289,0.2145,0.169075
48,000.9-04.8,M 3-23,T,18:07:06.1,-30:34:16.97,271.7756,-30.57138,0.92415,-4.85332,1992secg.book.....A,13.6,12.5,,,R,,,28.0,,,30.3,30.0,,,,,,0.57,,,3.59,3.75,,38.82,,,,,Gaia DR3 4049925328633027712,271.77560291312,-30.57140747991,0.0,0.0,71.0,1636148068921376768,4049925328633027712,1498955446,0.3726,0.3152,0.2534,0.3828,0.6621,1.418,-1.342,0.422,-0.46,0.304,0.1342,-0.2571,-0.1538,-0.04,0.0663,-0.0186,-0.534,-0.1098,-0.1046,0.068,171,0,170,1,0.086,171.42,0.0,0.0,95,false,,1.6134,0.0835,0.034,-0.134,-0.064,-0.099,0.026,20,12,0.591109,20,0.06376,173.2,2,0,1.003,0,156,385.01946,2.81249,136.896,19.22366,0.008396,11,1916.31,58.2088,32.9213,17.13238,0.033098,10,2023.64,61.8335,32.7273,16.482561,0.03339,10.233,0,9,0,8,0,0.649818,-2.09128,2.741098,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.115946,0.884053,,,,,,,,,,,,,,,,,,,,,,,271.77560983874,-30.57140543553,6.825217,5.032138,0.0687,0.099339
50,000.9-02.0,Bl 3-13,T,17:56:02.8,-29:11:16.22,269.01151,-29.18784,0.94972,-2.08623,1992secg.book.....A,4.2,3.9,,,E,a;,,10.0,,,5.0,,16.0,,,,,,,,,,,,,,,,Gaia DR3 4056540677880158208,269.01160469482,-29.18795565984,0.0,0.0,66.0,1636148068921376768,4056540677880158208,1394170739,0.1614,0.1261,0.1672,0.1827,0.9151,5.85,-1.961,0.183,-5.511,0.125,0.2793,-0.0441,-0.2689,-0.1439,-0.2612,-0.1269,-0.7356,-0.1782,0.3001,0.2669,371,0,368,3,1.3778,412.54,0.301,0.72969,95,false,,1.4929,0.0317,-0.126,-0.071,0.055,-0.004,-0.118,43,17,0.269287,44,0.04844,1.181,0,0,1.051,0,360,1138.61813,3.46955,328.174,18.046421,0.004306,8,2927.93,44.1376,66.3364,16.67214,0.016603,8,4904.14,117.002,41.9152,15.521488,0.026177,6.879,0,4,0,3,0,1.150652,-1.374281,2.524933,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,269.01161467918,-29.18793116664,2.974738,2.095063,0.2667,0.511804
51,001.0+01.9,K 1-4,T,17:40:27.40,-27:01:02.0,265.11417,-27.01722,1.0338,1.97822,1992secg.book.....A,48.1,33.6,,155.0,B,m;s;,,25.0,,,21.5,16.6,,0.122374,0.113006,0.0811952,,6.46,,,6.02,1.75,,18.13,,,,,Gaia DR3 4060952605654047232,265.1141988115,-27.01727095736,0.004,0.0,54.0,1636148068921376768,4060952605654047232,935080606,3.498,2.5823,,,,,,,,,0.9769,,,,,,,,,,414,0,412,2,2.001,466.07,0.684,0.37582,3,false,,,,,,,,,47,11,6.354322,47,0.05132,84.3,0,0,,0,408,156.64525,0.667623,234.631,20.200073,0.005386,39,102.467,5.03344,20.3572,20.312082,0.053407,41,141.584,8.15846,17.3543,19.37036,0.062677,1.558,0,13,0,13,0,0.941723,0.112009,0.829714,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.001415,8.0E-5,0.99646,,,,,,,,,,,,,,,,,,,,,,,265.1141988115,-27.01727095736,3.498007,2.582256,0.9769,0.205404
52,001.1-06.4,SB 4,T,18:14:14.2,-31:11:09.10,273.55908,-31.18586,1.11045,-6.49225,2001A&A...378..843K,33.0,28.2,,,E,a;r;s;,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 4048986173916372608,273.55886625048,-31.18605315619,0.0,0.0,75.0,1636148068921376768,4048986173916372608,70356779,0.2163,0.1898,0.4651,0.257,1.8094,6.753,-4.276,0.275,-5.227,0.209,0.0728,0.3104,-0.2171,-0.0747,-0.3601,-0.1324,-0.5322,-0.183,0.2628,0.2535,179,0,179,0,-0.0191,180.3,0.0,0.0,31,false,1.459,,,,,,,,21,15,0.402615,21,0.05457,4.597,0,0,0.997,0,179,590.73035,1.28108,461.119,18.758894,0.003624,18,236.821,10.5172,22.5174,19.40249,0.048298,18,511.257,16.1413,31.6739,17.976295,0.034486,1.266,0,0,0,2,0,1.426195,0.643597,0.782598,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999993,4203.0,4186.2,4218.3,5.0702,5.0325,5.1032,-1.9004,-2.0669,-1.7478,749.4802,684.6051,856.9736,0.0066,0.0017,0.0199,0.0049,0.0012,0.0149,0.0027,6.0E-4,0.0081,MARCS,273.55888846424,-31.18602992507,4.459351,3.444237,0.2538,0.957542
54,001.1-01.6,Sa 3-92,T,17:54:52.1,-28:48:55.33,268.71692,-28.81537,1.14193,-1.6761,1992secg.book.....A,6.4,5.7,,,S,,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 4056611390167199232,268.71713148502,-28.8153446676,0.001,0.001,43.0,1636148068921376768,4056611390167199232,588568836,0.5602,0.5666,-2.1501,0.8994,-2.3907,6.252,-2.071,0.694,-5.899,0.514,0.1469,-0.2668,-0.0629,0.0416,-0.7345,0.4384,-0.8116,-0.5068,0.6219,-0.1699,195,0,191,4,1.9121,238.81,1.147,1.5529,95,false,,1.3405,0.1064,-0.3,-0.039,0.07,0.1,-0.071,22,13,1.159306,22,0.22,174.2,7,0,1.099,0,184,375.27267,2.9029,129.275,19.2515,0.008839,2,1082.9,222.822,4.85995,17.75207,0.223422,2,2476.04,270.12,9.16647,16.2635,0.118507,9.484,0,2,0,2,0,1.488569,-1.49943,2.987999,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.728143,0.271857,,,,,,,,,,,,,,,,,,,,,,,268.71714198777,-28.81531845078,11.159123,8.686257,-0.19,0.673279
58,001.2+02.1,Hen 2-262,T,17:40:12.8,-26:44:21.37,265.05341,-26.73927,1.24094,2.17148,1992secg.book.....A,4.6,4.5,,21.0,E,,,26.0,,,24.2,,,,,,,2.49,,,2.68,2.51,,27.07,,,,,Gaia DR3 4060978306741619968,265.05347246241,-26.73937997708,0.0,0.0,67.0,1636148068921376768,4060978306741619968,225236667,0.2908,0.2265,-0.1156,0.4035,-0.2864,5.242,-4.692,0.418,-2.338,0.214,0.2682,0.0093,-0.0386,-0.1392,-0.2756,-0.2368,-0.8622,-0.4296,0.3692,0.338,406,0,404,2,-0.9054,395.38,0.0,0.0,95,false,,1.3841,0.0503,0.081,0.014,-0.068,0.005,-0.181,48,15,0.604436,49,0.02447,88.42,0,14,0.967,0,405,630.48525,4.39782,143.363,18.688179,0.008059,3,1922.92,27.1018,70.9517,17.12864,0.015555,3,5429.34,107.226,50.6348,15.411028,0.021773,11.661,0,2,0,2,0,1.717611,-1.55954,3.277151,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.993069,0.006931,,,,,,,,,,,,,,,,,,,,,,,265.05349581131,-26.73936958759,6.704119,3.615213,0.3399,0.443935
59,001.2-01.2a,JaSt 95,T,17:53:35.3,-28:28:50.88,268.397,-28.4808,1.28863,-1.2647,2001A&A...378..843K,9.0,,,,R,a;r;,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 4057385514989465216,268.39700748235,-28.48083803127,0.0,0.0,73.0,1636148068921376768,4057385514989465216,835778226,0.1809,0.142,0.6377,0.2469,2.5835,6.189,-4.195,0.247,-4.55,0.144,0.1653,0.1936,-0.1865,-0.1055,-0.3486,-0.1214,-0.7443,-0.4037,0.33,0.2363,308,0,306,2,1.7526,405.83,0.691,3.96,95,false,,1.2287,0.0369,-0.013,0.088,-0.048,-0.029,-0.186,35,16,0.356983,35,0.0393,1.998,6,0,1.071,0,260,1024.94045,2.33016,439.858,18.16062,0.003699,31,269.308,20.0168,13.454,19.26292,0.080748,32,2032.28,60.2548,33.7281,16.477936,0.032412,2.246,0,24,0,25,0,2.784985,1.102301,1.682684,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999995,,,,,,,,,,,,,,,,,,,,,,,268.39702869228,-28.48081780724,3.995836,2.416513,0.2357,0.138945
60,001.2-03.0,H 1-47,T,18:00:37.6,-29:21:50.22,270.15665,-29.36395,1.29498,-3.04006,1992secg.book.....A,2.5,2.5,,,E,,,,,,8.5,,,0.00714641,0.00625605,0.0070458,,1.31,,,6.13,6.56,,83.75,,,,,Gaia DR3 4062301564840251520,270.15675758406,-29.36409747011,0.0,0.0,58.0,1636148068921376768,4062301564840251520,6993368,0.0491,0.0423,0.0912,0.0517,1.7633,7.14,1.323,0.063,-7.017,0.044,0.3062,0.0477,-0.2756,-0.2584,-0.3057,-0.2954,-0.6168,-0.0236,0.2696,0.3543,249,0,247,2,0.6903,275.3,0.114,0.9805,95,false,,1.4604,0.011,-0.045,0.0,-0.023,-0.031,-0.127,29,16,0.094868,32,0.1401,179.2,0,3,1.03,0,268,9841.92074,28.02,351.246,15.704667,0.004141,26,11539.0,142.025,81.2467,15.183119,0.013652,27,21377.1,80.4703,265.652,13.923025,0.005567,3.344,0,26,0,27,0,1.260094,-0.521548,1.781642,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,6.73E-4,0.999306,,,,,,,,,,,,,,,,,,,,,,,270.15675083953,-29.36406628479,1.016894,0.732169,0.3661,0.629112
61,001.3-05.6,SB 5,L,18:11:15.41,-30:37:50.0,272.81421,-30.63056,1.30066,-5.66701,2001A&A...378..843K,20.0,14.0,15,,E,a;r;,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 4049264242907686016,272.81422004878,-30.63055751378,0.0,0.0,77.0,1636148068921376768,4049264242907686016,987096133,0.039,0.0339,-0.0144,0.0464,-0.3093,4.7,-1.359,0.049,-4.499,0.037,0.0694,-0.0427,-0.1848,-0.092,-0.2887,-0.1495,-0.6009,-0.0937,0.3879,0.2454,207,0,206,1,-2.1476,174.82,0.0,0.0,31,false,1.704,,,,,,,,24,14,0.07214,24,0.1442,1.061,0,0,0.893,0,205,11884.22173,11.3063,1051.12,15.49994,0.002943,22,8050.46,35.7436,225.228,15.573991,0.00557,21,5810.17,40.1083,144.862,15.337424,0.008394,1.166,0,14,0,15,0,0.236567,0.074051,0.162516,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,5.0E-5,19702.1,19683.3,19714.2,4.397,4.3944,4.3988,-0.3688,-0.3771,-0.3588,10430.55,10399.572,10478.784,1.0663,1.0638,1.0688,1.0349,1.0326,1.0373,0.5609,0.5596,0.5622,A,272.81422706833,-30.63053751607,0.799897,0.617055,0.2473,0.032389
62,001.3-01.2,Bl M,T,17:53:47.2,-28:27:18.0,268.44667,-28.455,1.33301,-1.28926,1992secg.book.....A,4.0,,,,E,m;,,17.0,,,9.6,,,,,,,3.31,,,3.76,5.28,,334.2,,,,,Gaia DR3 4063378574972871680,268.44654544882,-28.45503065979,0.0,0.0,69.0,1636148068921376768,4063378574972871680,748412444,0.2316,0.1738,0.7514,0.2966,2.5336,3.553,-3.548,0.304,0.172,0.18,0.2625,0.2166,-0.3412,-0.1488,-0.1154,-0.2147,-0.7505,-0.4484,0.2299,0.3041,325,0,324,1,11.3818,783.14,1.284,16.639,95,false,,1.312,0.0458,0.068,0.051,-0.01,-0.015,-0.162,37,13,0.452028,38,0.05048,2.043,0,0,1.483,0,311,1206.40908,4.5537,264.93,17.983631,0.004938,22,1342.09,48.9064,27.442,17.519089,0.039663,24,5216.94,72.2925,72.1643,15.454356,0.015513,5.437,0,22,0,24,0,2.064733,-0.464542,2.529275,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,7.03E-4,0.999297,,,,,,,,,,,,,,,,,,,,,,,268.44656338667,-28.45503142616,4.940303,3.00777,0.3053,0.409376
63,001.3-01.0,JaSt 89,T,17:53:06.6,-28:18:11.16,268.27747,-28.3031,1.38843,-1.08392,2001A&A...378..843K,7.0,,,,S,,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 4063395960932807680,268.27775369465,-28.30310727121,0.0,0.0,65.0,1636148068921376768,4063395960932807680,398306251,0.111,0.0922,-0.07,0.1479,-0.4731,3.499,-0.385,0.134,-3.478,0.093,0.2257,-0.0233,-0.336,-0.1946,-0.3915,-0.0996,-0.8189,-0.3906,0.4081,0.202,338,0,337,1,1.7281,396.61,0.098,0.17492,95,false,,1.4203,0.0219,0.133,0.201,-0.206,-0.031,-0.31,39,15,0.197974,39,0.07783,2.686,0,0,1.067,0,336,1837.78687,2.07236,886.81,17.526628,0.003015,38,764.601,15.3502,49.8105,18.129955,0.021975,38,2026.04,56.8148,35.6604,16.481274,0.03068,1.518,0,20,0,21,0,1.648682,0.603327,1.045355,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.99998,4486.6,4331.5,4669.7,4.4103,4.3585,4.584,-1.6592,-2.0509,-1.3371,1180.4995,834.4829,1495.201,0.6016,0.3833,0.8469,0.4574,0.2889,0.6487,0.2479,0.1566,0.3513,PHOENIX,268.2777556364,-28.30309181214,2.181277,1.567207,0.2045,0.899587
64,001.4+05.3,H 1-15,T,17:28:37.6,-24:51:06.59,262.15674,-24.85183,1.42397,5.38544,1992secg.book.....A,5.0,,,,B,,,13.0,,,13.8,,,,,,,0.28,,,2.94,2.58,,33.9,,,,,Gaia DR3 4110404068789630592,262.15675638022,-24.85202218041,0.0,0.0,86.0,1636148068921376768,4110404068789630592,365611839,0.0395,0.0275,0.1501,0.0453,3.3147,7.145,-6.045,0.051,-3.809,0.034,0.0491,0.0207,0.04,-0.0798,-0.2897,-0.141,-0.3717,0.0801,0.2813,0.1843,293,0,293,0,0.1244,305.51,0.0,0.0,95,false,,1.4746,0.0092,0.002,0.088,-0.024,0.063,0.006,33,16,0.071733,34,0.03506,174.7,0,2,1.004,0,288,8645.231,23.2657,371.587,15.845426,0.004016,30,7079.09,102.313,69.1906,15.713598,0.015938,31,11537.9,89.7043,128.621,14.592582,0.009249,2.153,0,16,0,16,0,1.121017,-0.131827,1.252844,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.002942,0.997058,,,,,,,,,,,,,,,,,,,,,,,262.15678598844,-24.8520052525,0.814452,0.562236,0.1917,0.693916
65,001.4-03.4,ShWi 2-1,T,18:02:26.4,-29:25:05.52,270.61,-29.4182,1.44252,-3.41057,1992secg.book.....A,13.0,,,,E,a;s;,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 4050281914036492544,270.61020620997,-29.4182139509,0.006,0.001,133.0,1636148068921376768,4050281914036492544,714901781,4.1704,3.8865,,,,,,,,,-0.9602,,,,,,,,,,61,0,60,1,2.1802,80.321,2.082,2.3695,3,false,,,,,,,,,7,6,9.851636,8,0.3266,8.255,21,0,,0,65,235.56784,3.40026,69.2794,19.757076,0.015912,0,,,,,,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,270.61020620997,-29.4182139509,4.170384,3.886518,-0.9602,0.648582
67,001.5+03.6,K 5-5,T,17:35:22.12,-25:42:47.04,263.84217,-25.71307,1.52885,3.63808,2001A&A...378..843K,2.0,,,,S,,,,,,12.2,,,,,,,,,,,,,,,,,,Gaia DR3 4062080223477010048,263.8421218073,-25.71304737604,0.001,0.001,82.0,1636148068921376768,4062080223477010048,238455010,0.7293,0.5479,-1.2786,0.8068,-1.5848,4.702,-0.332,0.961,-4.691,0.696,0.0822,-0.1371,-0.0582,-0.1659,-0.2462,-0.1483,-0.4514,-0.0835,0.1909,0.1145,200,0,199,1,10.7612,558.54,3.502,10.071,95,false,,1.2347,0.1755,0.029,-0.022,-0.006,-0.016,-0.07,24,16,1.345137,28,0.1401,2.788,0,11,1.593,1,200,254.20356,2.50848,101.338,19.674414,0.011063,23,590.753,16.247,36.3608,18.410028,0.02999,24,1802.33,16.631,108.372,16.60831,0.010708,9.414,0,23,0,24,0,1.801718,-1.264385,3.066103,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.0E-6,0.673703,0.326269,,,,,,,,,,,,,,,,,,,,,,,263.84212344338,-25.71302652839,15.437598,11.401596,0.1264,0.17626
68,001.5-06.7,SwSt 1,T,18:16:12.3,-30:52:07.74,274.05112,-30.86882,1.59065,-6.71755,1992secg.book.....A,5.6,5.2,,126.0,S,,,130.0,,,27.1,16.2,175.0,0.0990121,0.0891046,0.169641,,20.91,,,77.92,18.61,,5.39,,,,,Gaia DR3 4049331244394134912,274.0511485749,-30.8688705831,0.0,0.0,100.0,1636148068921376768,4049331244394134912,1415682673,0.1055,0.0873,0.3432,0.11,3.1211,6.471,-6.238,0.133,-1.72,0.095,-0.0669,-0.1099,-0.198,-0.0408,-0.1753,-0.0887,-0.425,0.0831,0.0459,0.0247,229,229,225,4,44.7971,8659.3,0.887,284.29,31,false,1.599,,,,,,,,26,15,0.186216,26,0.05282,119.0,3,0,3.771,0,224,345140.4101,1544.89,223.408,11.842378,0.005587,24,557389.0,5065.34,110.04,10.973145,0.010254,26,705669.0,1713.13,411.918,10.126392,0.004608,3.66,0,1,0,0,0,0.846753,-0.869232,1.715985,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999993,,,,,,,,,,,,,,,,,,,,,,,274.05118087682,-30.86886293861,2.153891,1.556751,0.0305,0.202377
69,001.6+01.5,K 6-10,T,17:43:16.9,-26:44:17.56,265.82062,-26.73821,1.6034,1.58991,2001A&A...378..843K,4.5,,,,E,,15.5,12.9,,,9.8,,,,,,,,,,,,,,,,,,Gaia DR3 4061013383646090624,265.82059896559,-26.73819160686,0.001,0.0,57.0,1636148068921376768,4061013383646090624,578714591,0.4383,0.3348,1.0545,0.3738,2.8213,4.213,-1.381,0.52,-3.981,0.305,0.6413,0.1612,-0.4247,-0.5043,1.0E-4,-0.4018,-0.8222,-0.3446,-0.0313,0.5711,362,0,359,3,2.6581,451.52,0.935,1.861,95,false,,1.3721,0.0694,0.137,0.128,0.297,-0.294,-0.294,41,14,0.834511,41,0.08552,11.77,0,0,1.101,0,354,352.05361,1.191,295.595,19.320845,0.004592,34,217.331,6.95708,31.2389,19.495737,0.034868,35,965.023,24.0379,40.1459,17.286552,0.027308,3.358,0,28,0,28,0,2.209185,0.174892,2.034292,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999997,,,,,,,,,,,,,,,,,,,,,,,265.820605838,-26.7381739156,8.523168,5.155391,0.58,0.094646
73,001.7+05.7,H 1-14,T,17:28:01.8,-24:25:23.02,262.00732,-24.42306,1.70927,5.73423,1992secg.book.....A,6.6,,,,E,,,22.0,,,24.4,,,,,,,0.38,,,0.83,0.91,,37.03,,,,,Gaia DR3 4110479900747426944,262.00726347539,-24.42317951924,0.001,0.0,55.0,1636148068921376768,4110479900747426944,10491397,0.7272,0.5529,-0.293,0.53,-0.5528,10.818,-7.14,0.945,-8.127,0.623,0.7392,0.0344,-0.5862,-0.6441,-0.0726,-0.6188,-0.7313,-0.2946,-0.07,0.7349,203,0,202,1,-0.9485,188.75,0.0,0.0,95,false,,1.3492,0.1256,0.055,0.192,0.221,-0.261,-0.266,24,13,1.614444,25,0.04138,176.7,0,0,0.951,0,195,261.93726,2.0891,125.383,19.641874,0.009087,20,1846.18,26.7882,68.9175,17.172857,0.015999,23,2290.8,15.0165,152.552,16.347929,0.008058,15.794,0,0,0,0,0,0.824928,-2.469017,3.293945,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,262.00729832623,-24.42314339769,15.55821,10.386798,0.7487,0.468466
74,001.7-04.4,H 1-55,T,18:07:14.552,-29:41:24.424,271.81063,-29.69012,1.71363,-4.45536,1992secg.book.....A,3.0,2.8,,90.0,B,m;r;s;,,,,,2.5,,10.0,0.00335806,0.00288602,0.0036302,,1.42,,,1.46,3.79,,42.68,,,,,Gaia DR3 4050131349653595392,271.8106505172,-29.69017485152,0.001,0.001,66.0,1636148068921376768,4050131349653595392,502195642,0.6875,0.6142,0.0361,0.8604,0.042,2.825,-2.445,0.779,1.415,0.57,0.1268,-0.0887,0.0651,-0.2129,-0.4941,-0.099,-0.476,-0.183,0.3651,0.0046,223,0,222,1,100.3961,20872.0,5.776,940.15,95,false,,1.3705,0.1612,-0.044,0.158,-0.212,-0.025,-0.235,26,16,1.087326,30,0.387,9.781,46,0,8.666,0,233,4298.7835,56.1426,76.569,16.604002,0.014445,24,9398.76,174.113,53.9807,15.405866,0.020306,23,15390.6,100.783,152.71,14.279759,0.008052,5.767,0,24,0,23,0,1.126106,-1.198136,2.324243,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,2.0E-6,0.999967,,,,,,,,,,,,,,,,,,,,,,,271.81066302577,-29.69018113915,12.433066,9.428904,0.0227,0.207629
75,001.7+01.3,JaSt 52,T,17:44:37.2,-26:47:25.44,266.155,-26.7904,1.7153,1.30822,2001A&A...378..843K,5.0,5.0,,,S,,,,,,3.1,,,,,,,,,,,,,,,,,,Gaia DR3 4061018988593063040,266.15509286554,-26.79042233978,0.0,0.0,60.0,1636148068921376768,4061018988593063040,1586801262,0.2263,0.1674,0.2332,0.2246,1.0383,9.855,-0.916,0.254,-9.813,0.152,0.5165,-0.4019,-0.1649,-0.3459,-0.3832,-0.1816,-0.7684,0.0159,0.3537,0.3916,355,0,350,5,2.8581,479.07,0.736,3.8553,95,false,,1.309,0.0398,-0.181,-0.177,0.236,-0.09,-0.045,41,17,0.376602,41,0.2142,164.6,43,0,1.11,0,348,1055.73348,5.216,202.403,18.12848,0.00603,35,717.744,11.3552,63.2082,18.198618,0.017402,35,4436.4,22.3071,198.878,15.63032,0.00664,4.882,0,28,0,28,0,2.568298,0.070137,2.498161,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999969,,,,,,,,,,,,,,,,,,,,,,,266.15509742498,-26.79037872843,4.100767,2.561962,0.3994,0.309077
76,001.7-04.6,H 1-56,T,18:07:53.9,-29:44:34.26,271.97449,-29.74285,1.73599,-4.60547,1992secg.book.....A,4.2,4.2,,,E,,,,,,8.4,,,0.00329677,0.00176319,0.00245658,,1.51,,,2.12,2.16,,52.88,,,,,Gaia DR3 4050126711087206016,271.97449702779,-29.74291377231,0.0,0.0,72.0,1636148068921376768,4050126711087206016,125486321,0.0575,0.0487,0.0921,0.0621,1.4844,10.238,-4.002,0.075,-9.423,0.052,0.1248,-0.0386,-0.0796,-0.1741,-0.221,-0.1977,-0.4929,-0.1314,0.1154,0.2286,216,0,216,0,-1.7058,243.07,0.159,1.2067,95,false,,1.6384,0.0153,0.088,0.077,-0.078,0.046,-0.15,25,17,0.10676,26,0.1147,9.443,0,0,0.916,0,225,7637.9347,23.8397,320.387,15.979927,0.004368,22,17679.4,206.347,85.6781,14.719872,0.012976,21,14504.0,55.4051,261.781,14.344176,0.005611,4.214,0,22,0,21,0,0.375695,-1.260056,1.635751,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,2.21E-4,0.999591,0.0,,,,,,,,,,,,,,,,,,,,,,,271.97451751287,-29.74287189188,1.199073,0.850634,0.2405,0.230629
